Question,Answer,Answer choices,Start timestamp,End timestamp,Known start timestamp,Known end timestamp,Question type
Does Karine Jean-Pierre hold government position White House Deputy Press Secretary?,no,,2022-05-13T00:00:00Z,,2022-05-01 00:00:00,,position held
What government position does Robert Courts hold?,Solicitor General for England and Wales,,2023-12-07T00:00:00Z,2024-04-25T19:00:32Z,2024-02-01T00:00:00Z,,position held
Does Robert Courts hold government position Solicitor General for England and Wales?,yes,,2023-12-07T00:00:00Z,2024-04-25T19:00:32Z,2024-02-01T00:00:00Z,,position held
Does Robert Courts hold government position Solicitor General for England and Wales?,no,,,2023-12-07T00:00:00Z,,2024-02-01T00:00:00Z,position held
What government position does Chuck Gray hold?,Secretary of State of Wyoming,,2023-01-02T00:00:00Z,2024-04-25T19:00:32Z,2023-01-01T00:00:00Z,,position held
Does Chuck Gray hold government position Secretary of State of Wyoming?,yes,,2023-01-02T00:00:00Z,2024-04-25T19:00:32Z,2023-01-01T00:00:00Z,,position held
Does Chuck Gray hold government position Secretary of State of Wyoming?,no,,,2023-01-02T00:00:00Z,,2023-01-01T00:00:00Z,position held
What government position does Troy E. Black hold?,Sergeant Major of the Marine Corps,,2019-01-01T00:00:00Z,2023-01-01T00:00:00Z,2019-05-01T00:00:00Z,2023-07-01T00:00:00Z,position held
Does Troy E. Black hold government position Sergeant Major of the Marine Corps?,yes,,2019-01-01T00:00:00Z,2023-01-01T00:00:00Z,2019-05-01T00:00:00Z,2023-07-01T00:00:00Z,position held
Does Troy E. Black hold government position Sergeant Major of the Marine Corps?,no,,2023-01-01T00:00:00Z,,2023-07-01 00:00:00,,position held
What government position does Sarah Dines hold?,Parliamentary Private Secretary to the Prime Minister,,2021-09-17T00:00:00Z,2022-02-09T00:00:00Z,2021-12-01T00:00:00Z,2022-07-01T00:00:00Z,position held
Does Sarah Dines hold government position Parliamentary Private Secretary to the Prime Minister?,yes,,2021-09-17T00:00:00Z,2022-02-09T00:00:00Z,2021-12-01T00:00:00Z,2022-07-01T00:00:00Z,position held
Does Sarah Dines hold government position Parliamentary Private Secretary to the Prime Minister?,no,,2022-02-09T00:00:00Z,,2022-07-01 00:00:00,,position held
What government position does Rob Stokes hold?,Minister for Transport (New South Wales),,2021-10-06T00:00:00Z,2021-12-21T00:00:00Z,2021-11-01T00:00:00Z,2023-03-01T00:00:00Z,position held
Does Rob Stokes hold government position Minister for Transport (New South Wales)?,yes,,2021-10-06T00:00:00Z,2021-12-21T00:00:00Z,2021-11-01T00:00:00Z,2023-03-01T00:00:00Z,position held
Does Rob Stokes hold government position Minister for Transport (New South Wales)?,no,,2021-12-21T00:00:00Z,,2023-03-01 00:00:00,,position held
What government position does Rob Stokes hold?,Minister for Active Transport (New South Wales),,2021-12-21T00:00:00Z,2023-03-25T00:00:00Z,2023-03-01T00:00:00Z,,position held
Does Rob Stokes hold government position Minister for Active Transport (New South Wales)?,yes,,2021-12-21T00:00:00Z,2023-03-25T00:00:00Z,2023-03-01T00:00:00Z,,position held
Does Rob Stokes hold government position Minister for Active Transport (New South Wales)?,no,,,2021-12-21T00:00:00Z,,2023-03-01T00:00:00Z,position held
What government position does Sarah Dines hold?,Parliamentary Under Secretary of State for Justice,,2022-07-08T00:00:00Z,2022-09-20T00:00:00Z,2022-07-01T00:00:00Z,2023-11-01T00:00:00Z,position held
Does Sarah Dines hold government position Parliamentary Under Secretary of State for Justice?,yes,,2022-07-08T00:00:00Z,2022-09-20T00:00:00Z,2022-07-01T00:00:00Z,2023-11-01T00:00:00Z,position held
Does Sarah Dines hold government position Parliamentary Under Secretary of State for Justice?,no,,,2022-07-08T00:00:00Z,,2022-07-01T00:00:00Z,position held
What government position does Michael Glaser hold?,"Mayor of Kenner, Louisiana",,2022-07-01T00:00:00Z,2024-04-25T19:00:32Z,2022-03-26T00:00:00Z,,position held
"Does Michael Glaser hold government position Mayor of Kenner, Louisiana?",yes,,2022-07-01T00:00:00Z,2024-04-25T19:00:32Z,2022-03-26T00:00:00Z,,position held
"Does Michael Glaser hold government position Mayor of Kenner, Louisiana?",no,,,2022-07-01T00:00:00Z,,2022-03-26T00:00:00Z,position held
What government position does Brenna Bird hold?,county attorney Guthrie County,,2018-01-01T00:00:00Z,2022-01-01T00:00:00Z,2020-03-01T00:00:00Z,2023-01-01T00:00:00Z,position held
Does Brenna Bird hold government position county attorney Guthrie County?,yes,,2018-01-01T00:00:00Z,2022-01-01T00:00:00Z,2020-03-01T00:00:00Z,2023-01-01T00:00:00Z,position held
Does Brenna Bird hold government position county attorney Guthrie County?,no,,2022-01-01T00:00:00Z,,2023-01-01 00:00:00,,position held
What government position does Greg Landsman hold?,United States representative,,2023-01-03T00:00:00Z,2024-04-25T19:00:32Z,2023-03-01T00:00:00Z,,position held
Does Greg Landsman hold government position United States representative?,yes,,2023-01-03T00:00:00Z,2024-04-25T19:00:32Z,2023-03-01T00:00:00Z,,position held
Does Greg Landsman hold government position United States representative?,no,,,2023-01-03T00:00:00Z,,2023-03-01T00:00:00Z,position held
What government position does Malarndirri McCarthy hold?,Assistant Minister for Indigenous Health,,2022-06-01T00:00:00Z,2024-04-25T19:00:32Z,2022-07-01T00:00:00Z,,position held
Does Malarndirri McCarthy hold government position Assistant Minister for Indigenous Health?,yes,,2022-06-01T00:00:00Z,2024-04-25T19:00:32Z,2022-07-01T00:00:00Z,,position held
What government position does Francis Collins hold?,Science Advisor to the President,,2022-02-18T00:00:00Z,2022-10-03T00:00:00Z,2022-03-01T00:00:00Z,,position held
Does Francis Collins hold government position Science Advisor to the President?,yes,,2022-02-18T00:00:00Z,2022-10-03T00:00:00Z,2022-03-01T00:00:00Z,,position held
Does Francis Collins hold government position Science Advisor to the President?,no,,,2022-02-18T00:00:00Z,,2022-03-01T00:00:00Z,position held
What government position does Josh Shapiro hold?,Governor of Pennsylvania,,2023-01-17T00:00:00Z,2024-04-25T19:00:32Z,2023-03-01T00:00:00Z,,position held
Does Josh Shapiro hold government position Governor of Pennsylvania?,yes,,2023-01-17T00:00:00Z,2024-04-25T19:00:32Z,2023-03-01T00:00:00Z,,position held
Does Josh Shapiro hold government position Governor of Pennsylvania?,no,,,2023-01-17T00:00:00Z,,2023-03-01T00:00:00Z,position held
What government position does Tony Burke hold?,Minister for Employment and Workplace Relations,,2022-05-23T00:00:00Z,2024-04-25T19:00:32Z,2022-07-01T00:00:00Z,,position held
Does Tony Burke hold government position Minister for Employment and Workplace Relations?,yes,,2022-05-23T00:00:00Z,2024-04-25T19:00:32Z,2022-07-01T00:00:00Z,,position held
What government position does Maura Healey hold?,Massachusetts Attorney General,,2015-01-21T00:00:00Z,2023-01-05T00:00:00Z,2015-08-01T00:00:00Z,2023-01-01T00:00:00Z,position held
Does Maura Healey hold government position Massachusetts Attorney General?,yes,,2015-01-21T00:00:00Z,2023-01-05T00:00:00Z,2015-08-01T00:00:00Z,2023-01-01T00:00:00Z,position held
Does Maura Healey hold government position Massachusetts Attorney General?,no,,2023-01-05T00:00:00Z,,2023-01-01 00:00:00,,position held
What government position does Stephen Barclay hold?,"Secretary of State for Environment, Food and Rural Affairs",,2023-11-13T00:00:00Z,2024-04-25T19:00:32Z,2023-11-01T00:00:00Z,,position held
"Does Stephen Barclay hold government position Secretary of State for Environment, Food and Rural Affairs?",yes,,2023-11-13T00:00:00Z,2024-04-25T19:00:32Z,2023-11-01T00:00:00Z,,position held
"Does Stephen Barclay hold government position Secretary of State for Environment, Food and Rural Affairs?",no,,,2023-11-13T00:00:00Z,,2023-11-01T00:00:00Z,position held
What government position does Tina Kotek hold?,Governor of Oregon,,2023-01-09T00:00:00Z,2024-04-25T19:00:32Z,2023-01-01T00:00:00Z,,position held
Does Tina Kotek hold government position Governor of Oregon?,yes,,2023-01-09T00:00:00Z,2024-04-25T19:00:32Z,2023-01-01T00:00:00Z,,position held
Does Tina Kotek hold government position Governor of Oregon?,no,,,2023-01-09T00:00:00Z,,2023-01-01T00:00:00Z,position held
What government position does Maura Healey hold?,Governor of Massachusetts,,2023-01-05T00:00:00Z,2024-04-25T19:00:32Z,2023-01-01T00:00:00Z,,position held
Does Maura Healey hold government position Governor of Massachusetts?,yes,,2023-01-05T00:00:00Z,2024-04-25T19:00:32Z,2023-01-01T00:00:00Z,,position held
Does Maura Healey hold government position Governor of Massachusetts?,no,,,2023-01-05T00:00:00Z,,2023-01-01T00:00:00Z,position held
What government position does Tom Pursglove hold?,"Minister of State for Disabled People, Health and Work",,2022-10-27T00:00:00Z,2023-12-07T00:00:00Z,2023-07-01T00:00:00Z,2024-01-01T00:00:00Z,position held
"Does Tom Pursglove hold government position Minister of State for Disabled People, Health and Work?",yes,,2022-10-27T00:00:00Z,2023-12-07T00:00:00Z,2023-07-01T00:00:00Z,2024-01-01T00:00:00Z,position held
"Does Tom Pursglove hold government position Minister of State for Disabled People, Health and Work?",no,,,2022-10-27T00:00:00Z,,2023-07-01T00:00:00Z,position held
What government position does Tom Pursglove hold?,Minister of State for Legal Migration and Delivery,,2023-12-07T00:00:00Z,2024-04-25T19:00:32Z,2024-01-01T00:00:00Z,,position held
Does Tom Pursglove hold government position Minister of State for Legal Migration and Delivery?,yes,,2023-12-07T00:00:00Z,2024-04-25T19:00:32Z,2024-01-01T00:00:00Z,,position held
Does Tom Pursglove hold government position Minister of State for Legal Migration and Delivery?,no,,,2023-12-07T00:00:00Z,,2024-01-01T00:00:00Z,position held
What government position does Charles III of the United Kingdom hold?,Lord of Mann,,2022-09-08T00:00:00Z,2024-04-25T19:00:32Z,2022-09-01T00:00:00Z,,position held
Does Charles III of the United Kingdom hold government position Lord of Mann?,yes,,2022-09-08T00:00:00Z,2024-04-25T19:00:32Z,2022-09-01T00:00:00Z,,position held
What government position does Charles III of the United Kingdom hold?,Supreme Governor of the Church of England,,2022-09-08T00:00:00Z,2024-04-25T19:00:32Z,2022-09-01T00:00:00Z,,position held
Does Charles III of the United Kingdom hold government position Supreme Governor of the Church of England?,yes,,2022-09-08T00:00:00Z,2024-04-25T19:00:32Z,2022-09-01T00:00:00Z,,position held
What government position does Alex Chalk hold?,Solicitor General for England and Wales,,2021-09-16T00:00:00Z,2022-07-05T00:00:00Z,2022-03-01T00:00:00Z,2022-11-01T00:00:00Z,position held
Does Alex Chalk hold government position Solicitor General for England and Wales?,yes,,2021-09-16T00:00:00Z,2022-07-05T00:00:00Z,2022-03-01T00:00:00Z,2022-11-01T00:00:00Z,position held
Does Alex Chalk hold government position Solicitor General for England and Wales?,no,,2022-07-05T00:00:00Z,,2022-11-01 00:00:00,,position held
What government position does Eric Garcetti hold?,United States Ambassador to India,,2023-03-24T00:00:00Z,2024-04-25T19:00:32Z,2023-04-01T00:00:00Z,,position held
Does Eric Garcetti hold government position United States Ambassador to India?,yes,,2023-03-24T00:00:00Z,2024-04-25T19:00:32Z,2023-04-01T00:00:00Z,,position held
Does Eric Garcetti hold government position United States Ambassador to India?,no,,,2023-03-24T00:00:00Z,,2023-04-01T00:00:00Z,position held
What government position does Eric Schmitt hold?,Missouri Attorney General,,2019-01-03T00:00:00Z,2023-01-03T00:00:00Z,2019-02-01T00:00:00Z,2023-01-01T00:00:00Z,position held
Does Eric Schmitt hold government position Missouri Attorney General?,yes,,2019-01-03T00:00:00Z,2023-01-03T00:00:00Z,2019-02-01T00:00:00Z,2023-01-01T00:00:00Z,position held
Does Eric Schmitt hold government position Missouri Attorney General?,no,,2023-01-03T00:00:00Z,,2023-01-01 00:00:00,,position held
What government position does Michael Ellis hold?,Attorney General for England and Wales,,2022-09-06T00:00:00Z,2022-10-25T00:00:00Z,2022-09-01T00:00:00Z,,position held
Does Michael Ellis hold government position Attorney General for England and Wales?,yes,,2022-09-06T00:00:00Z,2022-10-25T00:00:00Z,2022-09-01T00:00:00Z,,position held
Does Michael Ellis hold government position Attorney General for England and Wales?,no,,,2022-09-06T00:00:00Z,,2022-09-01T00:00:00Z,position held
What government position does Thérèse Coffey hold?,Secretary of State for Health and Social Care,,2022-09-06T00:00:00Z,2022-10-25T00:00:00Z,2022-09-01T00:00:00Z,,position held
Does Thérèse Coffey hold government position Secretary of State for Health and Social Care?,yes,,2022-09-06T00:00:00Z,2022-10-25T00:00:00Z,2022-09-01T00:00:00Z,,position held
What government position does John Glen hold?,Chief Secretary to the Treasury,,2022-10-25T00:00:00Z,2023-11-13T00:00:00Z,2022-11-01T00:00:00Z,2023-11-01T00:00:00Z,position held
Does John Glen hold government position Chief Secretary to the Treasury?,yes,,2022-10-25T00:00:00Z,2023-11-13T00:00:00Z,2022-11-01T00:00:00Z,2023-11-01T00:00:00Z,position held
Does John Glen hold government position Chief Secretary to the Treasury?,no,,2023-11-13T00:00:00Z,,2023-11-01 00:00:00,,position held
What government position does Michelle Donelan hold?,Secretary of State for Education,,2022-07-05T00:00:00Z,2022-07-07T00:00:00Z,2022-07-06T00:00:00Z,2022-09-01T00:00:00Z,position held
Does Michelle Donelan hold government position Secretary of State for Education?,yes,,2022-07-05T00:00:00Z,2022-07-07T00:00:00Z,2022-07-06T00:00:00Z,2022-09-01T00:00:00Z,position held
Does Michelle Donelan hold government position Secretary of State for Education?,no,,,2022-07-05T00:00:00Z,,2022-07-06T00:00:00Z,position held
What government position does Simon Clarke hold?,"Secretary of State for Levelling Up, Housing and Communities",,2022-09-06T00:00:00Z,2022-10-25T00:00:00Z,2022-09-01T00:00:00Z,,position held
"Does Simon Clarke hold government position Secretary of State for Levelling Up, Housing and Communities?",yes,,2022-09-06T00:00:00Z,2022-10-25T00:00:00Z,2022-09-01T00:00:00Z,,position held
"Does Simon Clarke hold government position Secretary of State for Levelling Up, Housing and Communities?",no,,,2022-09-06T00:00:00Z,,2022-09-01T00:00:00Z,position held
What government position does James Cartlidge hold?,Minister of State for Defence Procurement,,2023-04-21T00:00:00Z,2024-04-25T19:00:32Z,2023-05-01T00:00:00Z,,position held
Does James Cartlidge hold government position Minister of State for Defence Procurement?,yes,,2023-04-21T00:00:00Z,2024-04-25T19:00:32Z,2023-05-01T00:00:00Z,,position held
Does James Cartlidge hold government position Minister of State for Defence Procurement?,no,,,2023-04-21T00:00:00Z,,2023-05-01T00:00:00Z,position held
What government position does Candice Bergen hold?,leader of the Conservative Party of Canada,,2022-02-02T00:00:00Z,2022-09-10T00:00:00Z,2022-02-01T00:00:00Z,,position held
Does Candice Bergen hold government position leader of the Conservative Party of Canada?,yes,,2022-02-02T00:00:00Z,2022-09-10T00:00:00Z,2022-02-01T00:00:00Z,,position held
What government position does James Cartlidge hold?,Exchequer Secretary to the Treasury,,2022-10-28T00:00:00Z,2023-04-21T00:00:00Z,2022-12-01T00:00:00Z,2023-05-01T00:00:00Z,position held
Does James Cartlidge hold government position Exchequer Secretary to the Treasury?,yes,,2022-10-28T00:00:00Z,2023-04-21T00:00:00Z,2022-12-01T00:00:00Z,2023-05-01T00:00:00Z,position held
Does James Cartlidge hold government position Exchequer Secretary to the Treasury?,no,,,2022-10-28T00:00:00Z,,2022-12-01T00:00:00Z,position held
What government position does Don Farrell hold?,Minister for Trade,,2022-05-23T00:00:00Z,2024-04-25T19:00:32Z,2022-06-01T00:00:00Z,,position held
Does Don Farrell hold government position Minister for Trade?,yes,,2022-05-23T00:00:00Z,2024-04-25T19:00:32Z,2022-06-01T00:00:00Z,,position held
What sports team is Emily Moore a member of?,Lewes F.C. Women,,2022-09-01T00:00:00Z,2024-04-30T10:30:37Z,2022-07-21T00:00:00Z,,member of sports team
