subjectLabel,propertyLabel,objectLabel,startDate,endDate,selected_link,source_date,span,annotator,notes
Samuel Boardman,member of sports team,L39ION of Los Angeles,2021-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.cyclingnews.com/races/joe-martin-stage-race-2022/stage-3-men-devil-s-den-tt/results/,06/2022,Samuel Boardman (L39ION of Los Angeles) won the stage 3 uphill time trial at Joe Martin Stage Race on Saturday.,55da1c4669dbc30010b67569,
Scott Burgess,member of sports team,Grimsby Town F.C.,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.grimsbytelegraph.co.uk/sport/football/burgess-grimsby-town-exile-patience-6713441,03/2022,Scott Burgess is relishing the opportunity to cement his place in the Grimsby Town team after making his full debut against Aldershot Town.,6608c1c547d39b00a1316c08,
Lennard Maloney,member of sports team,United States men's national soccer team,2023-01-01T00:00:00Z,,https://theathletic.com/4935002/2023/10/06/lennard-maloney-usmnt-heidenheim/,10/2023,"What a 2023 it has been for Lennard Maloney. On Thursday, the
23-year-old midfield received his first call-up to Gregg Berhalter’s
U.S. men’s national team.",62c97799bd8ab72a531abde0,
Maggie Coles-Lyster,member of sports team,Visit Dallas DNA Pro Cycling,2020-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://velo.outsideonline.com/road/canadian-sprinter-maggie-coles-lyster-has-come-into-her-own-in-2021/,10/2021,"Maggie Coles-Lyster turned heads on the road scene at the 2019 Tour of the Gila racing for the Canadian National Team, sprinting to second behind Chloé Dygert in the downtown criterium. The performance earned her a 2-year contract with DNA Pro Cycling. After multiple world championship medals at the world junior track championships, including the points race rainbow jersey in 2017, she wanted to further develop her skills on the road.",5c8b065abd96ce0001947d1b,
Abbey Forbes,member of sports team,North Carolina Tar Heels women's tennis,2023-01-01T00:00:00Z,,https://www.dailytarheel.com/article/2023/04/unc-womens-tennis-abbey-forbes-brother-cancer-treatment-feature-luke-forbes,04/2023,"Without knowing the decision on her Kenan-Flagler Business School application yet, she committed to becoming a Tar Heel in December 2021. That decision paid off when Abbey received her acceptance letter in May of 2022.",5c8b065abd96ce0001947d1b,
Red Walters,member of sports team,X-Speed United,2023-01-01T00:00:00Z,,https://www.cyclingnews.com/news/stetina-wertz-rockwell-highlight-low-gap-opener-of-grasshopper-series/,02/2024,"Red Walters, who earned a stagiaire spot on the Axeon development
squad three years ago courtesy of Giro d’Italia winner Tao Geoghegan
Hart, returns for a second season at the Canadian men’s Continental
squad, XSpeed United.",60524a9ece19f6b376473cf7,
Aaron Henry,member of sports team,Philadelphia 76ers,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://sixerswire.usatoday.com/lists/sixers-3-goals-aaron-henry-will-have-to-develop-his-game-in-g-league/,10/2021,"In this new series, Sixers Wire will look at the 17 players that comprise the Philadelphia 76ers roster — 15 under contract and the two players on two-way deals — and give them each three goals for the 2021-22 season.

The new season begins Oct. 20, and training camp begins on Sept. 28. Now is the time to begin previewing the season and get everybody set for a new adventure of Sixers basketball.

Up first in the series is one of the team’s two-way players, undrafted guard Aaron Henry. The Sixers signed Henry right after the draft on July 29.",659eef091fd0fed320216f30,
Alastair MacKellar,member of sports team,Hagens Berman Jayco,2024-01-01T00:00:00Z,,https://www.cyclingnews.com/news/trio-of-u23-riders-complete-roster-of-16-for-hagens-berman-axeon-jayco/,01/2024,"Hagens Berman Axeon-Jayco completed their 2024 roster in late December
with the signing of Alastair Mackellar, the 2023 double under-23 road
national champion",60524a9ece19f6b376473cf7,
Ciaran Clark,member of sports team,Stoke City F.C.,2023-10-01T00:00:00Z,,https://www.bbc.co.uk/sport/football/67070529,10/2023,Ex-Aston Villa and Newcastle defender Ciaran Clark has joined Stoke City on a deal until the end of the season.,660d8634ed6b3d1a7491669d,
Hanna Cavinder,member of sports team,Miami Hurricanes women's basketball,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.si.com/college/miami/basketball/cavinder-twins-sports-illustrated,01/2023,"Haley and Hanna Cavinder are basketball players for the Miami Hurricanes, and the twin sisters have also turned into social media superstars.",66232bdbf7ad4417c253f71e,
Rhyne Howard,member of sports team,Kentucky Wildcats women's basketball,2018-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.courier-journal.com/story/sports/college/kentucky/2021/11/08/all-american-rhyne-howard-lead-kentucky-womens-basketball-wnba/6173869001/,11/2021,"The Kentucky women’s basketball team will be undoubtedly led by senior Rhyne Howard, perhaps the best player in the country",660d8634ed6b3d1a7491669d,
Kaleb Tarczewski,member of sports team,Gunma Crane Thunders,2022-01-01T00:00:00Z,,https://basketnews.com/news-175055-kaleb-tarczewski-leaves-europe-for-the-japanese-league.html,07/2022,"Kaleb Tarczewski has reached an agreement with the Gunma Crane
Thunders of the Japanese League, the club announce",60524a9ece19f6b376473cf7,
Liam Fraser,member of sports team,Columbus Crew,2021-05-01T00:00:00Z,2021-12-01T00:00:00Z,https://www.mlssoccer.com/news/columbus-crew-acquire-liam-fraser-on-loan-from-toronto-fc,05/2021,Columbus Crew acquire Liam Fraser on loan from Toronto FC,6608c1c547d39b00a1316c08,
Marquez Valdes-Scantling,member of sports team,Green Bay Packers,2018-01-01T00:00:00Z,2022-02-01T00:00:00Z,https://www.packersnews.com/story/sports/nfl/packers/2018/09/27/packers-rookie-wr-marquez-valdes-scantling-turning-heads-gunner-punts/1445062002/,10/2018,"The Green Bay Packers weren’t sure how they were going
to replace Jeff Janis’ impact at the gunner position on punt
coverage.

Then they were forced to use rookie receiver Marquez Valdes-Scantling
there after cutting candidates Demetri Goodson, Quinten Rollins and
Josh Hawkins at the end of training camp and found out he might be
every bit as good as his predecessor.",62c97799bd8ab72a531abde0,
Ben Davies,member of sports team,Sheffield United F.C.,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.dailymail.co.uk/sport/football/article-9899159/Liverpool-send-centre-Ben-Davies-season-long-loan-Sheffield-United.html,09/2021,Ben Davies is sliding back to the Championship with Sheffield United for the 2021-22 season,659eef091fd0fed320216f30,
James Whelan,member of sports team,Team BridgeLane,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.cyclingnews.com/news/team-bridgelane-penalising-santos-festival-of-cycling-leader-whelan-an-error/,2022-01-28,James Whelan (Team BridgeLane) would have heading into stage 2 of the Santos Festival of Cycling with a seemingly unassailable lead after winning the opening stage a minute-and-a-half ahead of his rivals but a one-minute penalty for motor pacing after an early mechanical problem cost him dear.,5bd494e5669ee1000144c587,
Maggie Coles-Lyster,member of sports team,Zaaf Cycling Team,2023-01-01T00:00:00Z,2023-04-19T00:00:00Z,https://www.cyclingnews.com/features/maggie-coles-lysters-turbulent-comeback-campaign-steadied-with-zaaf-team/,02/2023,"In an interview with Cyclingnews, the Canadian champion said that it was the hard work of her agent, retired Australian pro cyclist Annette Edmondson, who finally found her a new home with the Spanish outfit Zaaf Cycling Team in 2023.",5bd494e5669ee1000144c587,
nitr0,member of sports team,100 Thieves,2020-08-14T00:00:00Z,2021-12-07T00:00:00Z,https://www.espn.com/esports/story/_/id/29662847/100-thieves-sign-nitr0-valorant-squad,09/2020,"Former Counter-Strike: Global Offensive star Nicholas ""nitr0"" Cannella has signed with 100 Thieves to compete as part of their pro VALORANT roster.",5bd494e5669ee1000144c587,
Derek Cornelius,member of sports team,Malmö FF,2023-01-01T00:00:00Z,,https://canadasoccer.com/news/derek-cornelius-wins-2023-allsvenskan-with-malmo-ff/,12/2023,Canadian centre back Derek Cornelius won his first league title with Malmö FF in Sweden on the final weekend of the 2023 Allsvenskan season.,6608c1c547d39b00a1316c08,
Eric Miller,member of sports team,Portland Timbers,2023-01-01T00:00:00Z,,https://www.timbers.com/news/timbers-sign-free-agent-defender-eric-miller,03/2023,"The club has signed free agent defender Eric Miller to a one-year deal
with a club option for the 2024 season.

Miller, 30, joins the Timbers ahead of the 2023",60524a9ece19f6b376473cf7,
Gabbie Hughes,member of sports team,PWHL Ottawa,2023-01-01T00:00:00Z,,https://thehockeynews.com/womens/pwhl/ottawa-believes-they-have-a-star-in-gabbie-hughes,12/2023,"If you hear the buzz surrounding forward Gabbie Hughes out of PWHL Ottawa, the team believes they have a star in the making. Hughes was one of six players PWHL Ottawa signed to a three-year contract leading up to the inaugural season.",660d8634ed6b3d1a7491669d,
Levi Colwill,member of sports team,Huddersfield Town A.F.C.,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.football.london/chelsea-fc/news/levi-colwill-thiago-silva-chelsea-22415612,01/2022,"On 5 August 2022, Colwill joined Chelsea's fellow Premier League club Brighton and Hove Albion on loan for the 2022–23 season. He made his debut two days later against Manchester United, coming on as a stoppage time substitute for Solly March in Brighton's 2–1 win.",6606d4f4acdc3a6b8200c0ee,
Shane Duffy,member of sports team,Fulham F.C.,2022-08-01T00:00:00Z,2023-06-01T00:00:00Z,https://theathletic.com/3480084/2022/08/05/fulham-shane-duffy-brighton-loan/,08/2022,"https://www.canaries.co.uk/player/shane-duffyShane Duffy sealed his switch to Norwich City following the expiration of his contract at Fulham, becoming the Canaries' third signing of the 2023/24 summer window.",6606d4f4acdc3a6b8200c0ee,
Erling Haaland,member of sports team,Borussia Dortmund,2020-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.bundesliga.com/en/bundesliga/news/erling-haaland-roots-from-bryne-to-borussia-dortmund-history-norway-solskjaer-10652,07/2020,"Erling Haaland's journey: from Bryne to Borussia Dortmund, and beyond",6606d4f4acdc3a6b8200c0ee,
Raheem Sterling,member of sports team,Manchester City F.C.,2015-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.theplayerstribune.com/articles/raheem-sterling-england-it-was-all-a-dream,07/2018,"My daughter is a bit cheeky. My mum warned me this was gonna happen. Around six years old they start developing a little attitude, you know? So the other day, my daughter’s running round the house singing a little song. And her dad had just won the league with City. Just got 100 points in the league, actually. Does she care?",6606d4f4acdc3a6b8200c0ee,
Jeremiah Tilmon,member of sports team,Lakeland Magic,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.kansascity.com/sports/college/sec/university-of-missouri/article254843452.html,10/2021,Former Missouri men’s basketball standout Jeremiah Tilmon has signed with the Orlando Magic ahead of the 2021-22 NBA season,5c86f9ced810a700169ddfe7,
Evan Boyle,member of sports team,Hagens Berman Jayco,2024-01-01T00:00:00Z,,https://www.cyclingnews.com/news/trio-of-u23-riders-complete-roster-of-16-for-hagens-berman-axeon-jayco/,01/2024,Two US domestic riders include 2023 junior road race champion Darren Parham and U23 national time trial silver medalist Evan Boyle,5c86f9ced810a700169ddfe7,
Tomos Pattinson,member of sports team,Halesowen Cycling Club,2016-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.halesowennews.co.uk/newsxtra/sportsview/19692479.teenage-halesowen-cycling-club-member-crowned-national-champion/,11/2021,"A TEENAGE Halesowen Cycling Club rider is celebrating being crowned the national hill climb champion and scooping an award all in the same weekend.

Tomos Pattinson won the junior title in the RTTC National Hill Climb Championship in Derbyshire on Sunday (October 31).",55ac3198fdf99b6de3b68b23,
Luke Lamperti,member of sports team,Soudal–Quick-Step,2024-01-01T00:00:00Z,,https://www.globalcyclingnetwork.com/racing/interviews/i-wont-force-it-luke-lamperti-chasing-his-first-soudal-quick-step-win-after-top-ten-classics-debut,03/2024,"For most riders, their Spring Classics debut can be something of a baptism of fire. Atrocious conditions, bad luck and little in the way of experience can quickly unravel a neo-pro’s best intentions, but Luke Lamperti (Soudal Quick-Step) isn’t your typical first-year pro.",55ac3198fdf99b6de3b68b23,
Jed Smithson,member of sports team,Team Visma | Lease a Bike Development,2024-01-01T00:00:00Z,,https://pezcyclingnews.com/eurotrash/eurotrash-cycling-news-monday-5-2-2024-worlds-cyclocross-vanderpoel-vanempel-alula-valenciana-ineos-besseges-mcnulty-vuelta-giro-tourdefrance-vollering/,02/2024,Team news: Visma | Lease a Bike’s Jed Smithson out with a pelvic fracture.,6608c1c547d39b00a1316c08,
Caleb Classen,member of sports team,Team California,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.endurancesportswire.com/quinn-simmons-and-kira-payer-win-iron-horse-bicycle-classic-coca-cola-road-race/,06/2022,"In the men’s race, Trek-Segafredo’s Simmons, a Durango native, outsprinted Team California’s Caleb Classen to set the Iron Horse course record",65426218a897aa5198b41517,
Patrick Schulte,member of sports team,Columbus Crew 2,2022-01-01T00:00:00Z,,https://www.columbuscrew.com/news/columbus-crew-s-aidan-morris-and-patrick-schulte-selected-to-u-s-u-23-mynt-train,10/2023,"Columbus Crew midfielder Aidan Morris and goalkeeper Patrick Schulte have been selected by U.S. Men’s Under-23 Youth National Team head coach Marko Mitrovic to the final roster for a domestic training camp in Phoenix, Ariz., from Oct. 8-18.",659eef091fd0fed320216f30,
Claire Steels,member of sports team,Movistar Team,2024-01-01T00:00:00Z,,https://www.cyclingweekly.com/racing/all-the-cycling-transfers-for-2024,01/2024,"Claire Steels moves to Movistar from Israel-Premier Tech-Roland

After just one year on the Women's WorldTour, British rider Claire Steels has earned a big move to Movistar",62c97799bd8ab72a531abde0,
Eric Miller,member of sports team,Nashville SC,2020-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.nashvillesc.com/news/nashville-sc-defender-eric-miller-agrees-contract-extension,03/2021,Nashville Soccer Club announced today that it has extended the contract of veteran defender Eric Miler through the 2021 Major League Soccer season with an option for 2022.,6608c1c547d39b00a1316c08,
Aaron Henry,member of sports team,Delaware Blue Coats,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.si.com/college/michiganstate/basketball/aaron-henry-summer-league-philadelphia-76ers-summer-league-tom-izzo,09/2021,Henry signed a two-way contract with the 76ers where he will split time between the 76ers and their G league affiliate the Delaware Blue Coats.,5bd494e5669ee1000144c587,
Shane Duffy,member of sports team,Norwich City F.C.,2023-07-01T00:00:00Z,,https://www.pinkun.com/sport/norwich-city/23770743.norwich-city-david-wagner-shane-duffy-ireland/,09/2023,"Shane Duffy’s resurgence at Norwich City is fantastic news for the Republic of Ireland, according to Canaries head coach David Wagner.",60be564e25fb83d2179d4766,
